"","Name","Age","OVA","POT","Team...Contract","Value","Wage","Total","Player","Year_of_Release","Category_Ranking","Release_Nb","Bid_Asked_Price","Price_USD"
"180","Fajr",33,75,75,"Al Wehda
2022 ~ 2024","€3.5M","€24K",2012,"Fayçal Fajr","2021-22","Limited","277/1000",0.015,24.375
"181","Willems",28,72,72,"SpVgg Greuther Fürth
2021 ~ 2023","€2.1M","€9K",1982,"Steeven Willems","2021-22","Rare","21/100",0.015,24.375
"182","Willems",28,72,72,"SpVgg Greuther Fürth
2021 ~ 2023","€2.1M","€9K",1982,"Steeven Willems","2019-20","Rare","27/100",0.06,97.5
"183","Willems",28,72,72,"SpVgg Greuther Fürth
2021 ~ 2023","€2.1M","€9K",1982,"Steeven Willems","2020-21","Rare","12/100",0.07,113.75
"184","Willems",28,72,72,"SpVgg Greuther Fürth
2021 ~ 2023","€2.1M","€9K",1982,"Steeven Willems","2020-21","Rare","24/100",0.07,113.75
"185","Willems",28,72,72,"SpVgg Greuther Fürth
2021 ~ 2023","€2.1M","€9K",1982,"Steeven Willems","2021-22","Rare","21/100",0.015,24.375
"186","Pinsoglio",32,73,73,"Juventus
2014 ~ 2023","€1.5M","€47K",1127,"Carlo Pinsoglio","2021-22","Limited","347/1000",0.045,73.125
"187","Pelé",30,70,70,"Futebol Clube de Famalicão
Jun 30, 2023 On Loan","€1.3M","€22K",1902,"Yohann Pelé","2020-21","Rare","3/100",0.079,128.375
"188","Herrera",32,80,80,"Houston Dynamo
2022 ~ 2024","€16.5M","€12K",2123,"Ander Herrera","2021-22","Limited","359/1000",0.25,406.25
"189","Hernández",34,79,79,"LA Galaxy
2020 ~ 2022","€8.5M","€13K",1884,"Areli Hernández","2021-22","Limited","218/1000",0.004,6.5
"190","Hernández",34,79,79,"LA Galaxy
2020 ~ 2022","€8.5M","€13K",1884,"Ronald Hernández","2021-22","Rare","17/100",0.095,154.375
"191","Hernández",34,79,79,"LA Galaxy
2020 ~ 2022","€8.5M","€13K",1884,"Areli Hernández","2021-22","Limited","218/1000",0.0037,6.0125
"192","Sané",19,61,78,"FC Schalke 04
2022 ~ 2024","€850K","€2K",1602,"Leroy Sané","2021-22","Limited","371/1000",0.28,455
"193","Smith",26,62,63,"Stevenage
2022 ~ 2024","€425K","€2K",1628,"Brad Smith","2022-23","Limited","207/1000",0.003,4.875
"194","Smith",26,62,63,"Stevenage
2022 ~ 2024","€425K","€2K",1628,"Brad Smith","2022-23","Limited","129/1000",0.004,6.5
"195","Smith",26,62,63,"Stevenage
2022 ~ 2024","€425K","€2K",1628,"Graham Smith","2021-22","Rare","16/100",0.039,63.375
"196","Smith",26,62,63,"Stevenage
2022 ~ 2024","€425K","€2K",1628,"Graham Smith","2021-22","Rare","12/100",0.1,162.5
"197","Smith",26,62,63,"Stevenage
2022 ~ 2024","€425K","€2K",1628,"Brad Smith","2022-23","Limited","207/1000",0.0033,5.3625
"198","Smith",26,62,63,"Stevenage
2022 ~ 2024","€425K","€2K",1628,"Brad Smith","2022-23","Limited","129/1000",0.0037,6.0125
"199","Herrera",22,65,70,"Deportivo La Guaira FC
2022 ~ 2022","€1.1M","€500",1662,"Ander Herrera","2021-22","Limited","359/1000",0.25,406.25
"200","González",18,65,77,"Club Atlético Lanús
2021 ~ 2026","€1.6M","€1K",1618,"Giancarlo González","2021-22","Rare","15/100",0.055,89.375
"201","Bender",21,64,78,"Charlotte FC
2022 ~ 2022","€1.4M","€2K",1662,"Sven Bender","2020-21","Rare","21/100",0.03,48.75
"202","Bender",21,64,78,"Charlotte FC
2022 ~ 2022","€1.4M","€2K",1662,"Lars Bender","2020-21","Rare","42/100",0.03,48.75
"203","Bender",21,64,78,"Charlotte FC
2022 ~ 2022","€1.4M","€2K",1662,"Lars Bender","2020-21","Rare","42/100",0.0155,25.1875
"204","Bender",21,64,78,"Charlotte FC
2022 ~ 2022","€1.4M","€2K",1662,"Sven Bender","2020-21","Rare","21/100",0.0155,25.1875
"205","Camara",20,62,79,"En Avant de Guingamp
2020 ~ 2025","€975K","€1K",1426,"Samba Camara","2021-22","Limited","342/1000",0.005,8.125
"206","Camara",20,62,79,"En Avant de Guingamp
2020 ~ 2025","€975K","€1K",1426,"Samba Camara","2021-22","Limited","342/1000",0.005,8.125
"207","Beck",19,61,78,"Bolton Wanderers
Jun 30, 2023 On Loan","€825K","€7K",1551,"Andreas Beck","2019-20","Rare","26/100",0.09,146.25
"208","Camara",20,58,74,"Parma
2021 ~ 2024","€525K","€650",1548,"Samba Camara","2021-22","Limited","342/1000",0.005,8.125
"209","Camara",20,58,74,"Parma
2021 ~ 2024","€525K","€650",1548,"Samba Camara","2021-22","Limited","342/1000",0.005,8.125
"210","Baldé",19,59,69,"FC Annecy
Jun 30, 2023 On Loan","€500K","€3K",1318,"Álex Baldé","2021-22","Limited","152/1000",0.12,195
"211","Baldé",19,59,69,"FC Annecy
Jun 30, 2023 On Loan","€500K","€3K",1318,"Álex Baldé","2021-22","Limited","152/1000",0.12,195
"212","Bischof",19,62,74,"SC Rheindorf Altach
2021 ~ 2023","€950K","€2K",1469,"Tom Bischof","2021-22","Limited","179/1000",0.09,146.25
"213","Garay",23,69,78,"Atlético Tucumán
2021 ~ 2023","€3M","€5K",1665,"Ricardo Garay","2022-23","Limited","86/1000",0.005,8.125
"214","Meza",23,71,76,"Club Atlético Colón
2020 ~ 2023","€2.6M","€7K",1910,"Juan Meza","2020-21","Rare","23/100",0.035,56.875
"215","Meza",22,68,76,"Club Atlético Sarmiento
Jun 30, 2023 On Loan","€2.3M","€4K",1062,"Juan Meza","2020-21","Rare","23/100",0.035,56.875
"216","Tanaka",19,64,75,"KV Kortrijk
2020 ~ 2026","€1.2M","€2K",1716,"Hiromu Tanaka","2022-23","Limited","26/1000",0.004,6.5
"217","Tanaka",19,64,75,"KV Kortrijk
2020 ~ 2026","€1.2M","€2K",1716,"Wataru Tanaka","2020-21","Rare","3/100",0.054,87.75
"218","Tanaka",19,64,75,"KV Kortrijk
2020 ~ 2026","€1.2M","€2K",1716,"Wataru Tanaka","2021-22","Rare","6/100",0.055,89.375
"219","Tanaka",19,64,75,"KV Kortrijk
2020 ~ 2026","€1.2M","€2K",1716,"Ao Tanaka","2021-22","Rare","35/100",2,3250
"220","Tanaka",19,64,75,"KV Kortrijk
2020 ~ 2026","€1.2M","€2K",1716,"Hiromu Tanaka","2022-23","Limited","26/1000",0.0037,6.0125
"221","Ramos",24,65,71,"Deportivo Cali
2020 ~ 2022","€1.1M","€1K",1492,"Sergio Ramos","2021-22","Limited","238/1000",0.15,243.75
"222","Ramos",24,65,71,"Deportivo Cali
2020 ~ 2022","€1.1M","€1K",1492,"Sergio Ramos","2021-22","Limited","369/1000",0.55,893.75
"223","Ramos",24,65,71,"Deportivo Cali
2020 ~ 2022","€1.1M","€1K",1492,"Sergio Ramos","2021-22","Limited","238/1000",0.15,243.75
"224","Rivas",19,63,72,"Caracas Fútbol Club
2020 ~ 2023","€1M","€500",1631,"Ulises Rivas","2020-21","Rare","2/100",0.19,308.75
"225","Rivas",19,63,72,"Caracas Fútbol Club
2020 ~ 2023","€1M","€500",1631,"Ulises Rivas","2020-21","Rare","41/100",0.19,308.75
"226","Rivas",19,63,72,"Caracas Fútbol Club
2020 ~ 2023","€1M","€500",1631,"Ulises Rivas","2020-21","Rare","28/100",0.23,373.75
"227","García",20,65,74,"Vélez Sarsfield
2019 ~ 2024","€1.5M","€3K",1630,"Aristeo García","2021-22","Limited","206/1000",0.004,6.5
"228","García",20,65,74,"Vélez Sarsfield
2019 ~ 2024","€1.5M","€3K",1630,"Aristeo García","2021-22","Limited","206/1000",0.004,6.5
"229","Gueye",22,67,75,"KV Kortrijk
2020 ~ 2024","€2.3M","€5K",1664,"Arfang Gueye","2020-21","Rare","51/100",0.17,276.25
"230","Gueye",22,67,75,"KV Kortrijk
2020 ~ 2024","€2.3M","€5K",1664,"Idrissa Gueye","2021-22","Limited","426/1000",0.38,617.5
"231","Rivera",20,64,74,"AS Saint-Étienne
2020 ~ 2024","€1.3M","€2K",1610,"Damian Rivera","2021-22","Rare","7/100",0.245,398.125
"232","Camara",24,62,67,"FC Botoşani
2020 ~ 2023","€600K","€2K",1637,"Samba Camara","2021-22","Limited","342/1000",0.005,8.125
"233","Camara",24,62,67,"FC Botoşani
2020 ~ 2023","€600K","€2K",1637,"Samba Camara","2021-22","Limited","342/1000",0.005,8.125
"234","Smith",20,59,70,"Stevenage
2019 ~ 2023","€500K","€1K",1566,"Brad Smith","2022-23","Limited","207/1000",0.003,4.875
"235","Smith",20,59,70,"Stevenage
2019 ~ 2023","€500K","€1K",1566,"Brad Smith","2022-23","Limited","129/1000",0.004,6.5
"236","Smith",20,59,70,"Stevenage
2019 ~ 2023","€500K","€1K",1566,"Graham Smith","2021-22","Rare","16/100",0.039,63.375
"237","Smith",20,59,70,"Stevenage
2019 ~ 2023","€500K","€1K",1566,"Graham Smith","2021-22","Rare","12/100",0.1,162.5
"238","Smith",20,59,70,"Stevenage
2019 ~ 2023","€500K","€1K",1566,"Brad Smith","2022-23","Limited","207/1000",0.0033,5.3625
"239","Smith",20,59,70,"Stevenage
2019 ~ 2023","€500K","€1K",1566,"Brad Smith","2022-23","Limited","129/1000",0.0037,6.0125
"240","Ocampo-Chavez",20,56,66,"Seattle Sounders FC
2019 ~ 2022","€325K","€1K",1397,"Alfonso Ocampo-Chavez","2021-22","Rare","2/100",0.395,641.875
"241","Alves",22,62,71,"Brøndby IF
2022 ~ 2026","€825K","€2K",1348,"Dani Alves","2021-22","Limited","65/1000",0.09,146.25
"242","Alves",22,62,71,"Brøndby IF
2022 ~ 2026","€825K","€2K",1348,"Dani Alves","2021-22","Limited","65/1000",0.09,146.25
"243","Camara",23,60,69,"AJ Auxerre
2019 ~ 2024","€550K","€3K",1593,"Samba Camara","2021-22","Limited","342/1000",0.005,8.125
"244","Camara",23,60,69,"AJ Auxerre
2019 ~ 2024","€550K","€3K",1593,"Samba Camara","2021-22","Limited","342/1000",0.005,8.125
"245","González",27,72,72,"RCD Mallorca
2022 ~ 2024","€2.3M","€17K",1797,"Giancarlo González","2021-22","Rare","15/100",0.055,89.375
"246","Moreno",22,71,79,"Portland Timbers
2021 ~ 2025","€4.2M","€5K",1814,"Gerardo Moreno","2021-22","Limited","174/1000",0.004,6.5
"247","Moreno",22,71,79,"Portland Timbers
2021 ~ 2025","€4.2M","€5K",1814,"Gerardo Moreno","2021-22","Limited","174/1000",0.0037,6.0125
"248","Smith",20,60,76,"Heart of Midlothian
2018 ~ 2023","€650K","€1K",1548,"Brad Smith","2022-23","Limited","207/1000",0.003,4.875
"249","Smith",20,60,76,"Heart of Midlothian
2018 ~ 2023","€650K","€1K",1548,"Brad Smith","2022-23","Limited","129/1000",0.004,6.5
"250","Smith",20,60,76,"Heart of Midlothian
2018 ~ 2023","€650K","€1K",1548,"Graham Smith","2021-22","Rare","16/100",0.039,63.375
"251","Smith",20,60,76,"Heart of Midlothian
2018 ~ 2023","€650K","€1K",1548,"Graham Smith","2021-22","Rare","12/100",0.1,162.5
"252","Smith",20,60,76,"Heart of Midlothian
2018 ~ 2023","€650K","€1K",1548,"Brad Smith","2022-23","Limited","207/1000",0.0033,5.3625
"253","Smith",20,60,76,"Heart of Midlothian
2018 ~ 2023","€650K","€1K",1548,"Brad Smith","2022-23","Limited","129/1000",0.0037,6.0125
"254","Ocampo-Chavez",20,56,66,"Seattle Sounders FC
2019 ~ 2022","€325K","€1K",1397,"Alfonso Ocampo-Chavez","2021-22","Rare","2/100",0.395,641.875
"255","Herrera",23,72,77,"River Plate
2022 ~ 2025","€3.3M","€10K",1891,"Ander Herrera","2021-22","Limited","359/1000",0.25,406.25
"256","Bernat",21,64,74,"Odense Boldklub
2018 ~ 2024","€1.1M","€2K",1055,"Juan Bernat","2021-22","Limited","348/1000",0.2,325
"257","Bernat",21,64,74,"Odense Boldklub
2018 ~ 2024","€1.1M","€2K",1055,"Juan Bernat","2021-22","Limited","357/1000",0.09,146.25
"258","Moreno",23,75,82,"Racing Club
2021 ~ 2025","€10.5M","€14K",1968,"Gerardo Moreno","2021-22","Limited","174/1000",0.004,6.5
"259","Moreno",23,75,82,"Racing Club
2021 ~ 2025","€10.5M","€14K",1968,"Gerardo Moreno","2021-22","Limited","174/1000",0.0037,6.0125
"260","López",22,66,75,"Defensa y Justicia
Dec 31, 2023 On Loan","€1.9M","€5K",1799,"Andrés López","2022-23","Limited","127/1000",0.01,16.25
"261","López",22,66,75,"Defensa y Justicia
Dec 31, 2023 On Loan","€1.9M","€5K",1799,"Andrés López","2022-23","Limited","127/1000",0.01,16.25
"262","Sánchez",22,65,75,"RC Celta de Vigo
Jun 30, 2023 On Loan","€1.4M","€2K",1065,"Luciano Sánchez","2022-23","Limited","13/1000",0.05,81.25
"263","Sánchez",22,65,75,"RC Celta de Vigo
Jun 30, 2023 On Loan","€1.4M","€2K",1065,"Luciano Sánchez","2022-23","Limited","13/1000",0.05,81.25
"264","Gueye",24,70,75,"Real Zaragoza
Jun 30, 2023 On Loan","€2.4M","€7K",1657,"Arfang Gueye","2020-21","Rare","51/100",0.17,276.25
"265","Gueye",24,70,75,"Real Zaragoza
Jun 30, 2023 On Loan","€2.4M","€7K",1657,"Idrissa Gueye","2021-22","Limited","426/1000",0.38,617.5
"266","López",22,69,75,"Feyenoord
2022 ~ 2026","€2.1M","€4K",1843,"Andrés López","2022-23","Limited","127/1000",0.01,16.25
"267","López",22,69,75,"Feyenoord
2022 ~ 2026","€2.1M","€4K",1843,"Andrés López","2022-23","Limited","127/1000",0.01,16.25
"268","Herrera",23,72,77,"River Plate
2022 ~ 2025","€3.3M","€10K",1891,"Ander Herrera","2021-22","Limited","359/1000",0.25,406.25
"269","Camara",24,71,75,"BSC Young Boys
2018 ~ 2024","€2.4M","€11K",1568,"Samba Camara","2021-22","Limited","342/1000",0.005,8.125
"270","Camara",24,71,75,"BSC Young Boys
2018 ~ 2024","€2.4M","€11K",1568,"Samba Camara","2021-22","Limited","342/1000",0.005,8.125
"271","Pereira",23,63,70,"Bradford City
Jun 30, 2023 On Loan","€975K","€6K",1646,"Danilo Pereira","2021-22","Limited","435/1000",0.38,617.5
"272","Camara",24,74,78,"Stade Brestois 29
Jun 30, 2023 On Loan","€5.5M","€7K",1896,"Samba Camara","2021-22","Limited","342/1000",0.005,8.125
"273","Camara",24,74,78,"Stade Brestois 29
Jun 30, 2023 On Loan","€5.5M","€7K",1896,"Samba Camara","2021-22","Limited","342/1000",0.005,8.125
"274","Hoffmann",23,64,71,"Eintracht Braunschweig
2022 ~ 2024","€1M","€2K",976,"Ian Hoffmann","2021-22","Rare","23/100",0.15,243.75
"275","Rivas",23,67,72,"Urbs Reggina 1914 
2021 ~ 2025","€1.5M","€1K",1654,"Ulises Rivas","2020-21","Rare","2/100",0.19,308.75
"276","Rivas",23,67,72,"Urbs Reggina 1914 
2021 ~ 2025","€1.5M","€1K",1654,"Ulises Rivas","2020-21","Rare","41/100",0.19,308.75
"277","Rivas",23,67,72,"Urbs Reggina 1914 
2021 ~ 2025","€1.5M","€1K",1654,"Ulises Rivas","2020-21","Rare","28/100",0.23,373.75
"278","González",23,71,77,"Minnesota United FC
2017 ~ 2023","€2.9M","€5K",1901,"Giancarlo González","2021-22","Rare","15/100",0.055,89.375
"279","Castillo",22,62,69,"Chelsea
2017 ~ 2023","€775K","€12K",1701,"Edgar Castillo","2020-21","Rare","14/100",0.029,47.125
"280","Coman",24,69,73,"FCSB (Steaua)
2017 ~ 2023","€2M","€8K",1807,"Kingsley Coman","2021-22","Limited","268/1000",0.28,455
"281","Boateng",25,71,77,"Santa Clara
2021 ~ 2023","€2.6M","€4K",1582,"Jérôme Boateng","2021-22","Limited","89/1000",0.05,81.25
"282","Boateng",25,71,77,"Santa Clara
2021 ~ 2023","€2.6M","€4K",1582,"Jérôme Boateng","2021-22","Limited","89/1000",0.05,81.25
"283","Tanaka",23,71,76,"Fortuna Düsseldorf
2022 ~ 2025","€2.6M","€12K",1934,"Hiromu Tanaka","2022-23","Limited","26/1000",0.004,6.5
"284","Tanaka",23,71,76,"Fortuna Düsseldorf
2022 ~ 2025","€2.6M","€12K",1934,"Wataru Tanaka","2020-21","Rare","3/100",0.054,87.75
"285","Tanaka",23,71,76,"Fortuna Düsseldorf
2022 ~ 2025","€2.6M","€12K",1934,"Wataru Tanaka","2021-22","Rare","6/100",0.055,89.375
"286","Tanaka",23,71,76,"Fortuna Düsseldorf
2022 ~ 2025","€2.6M","€12K",1934,"Ao Tanaka","2021-22","Rare","35/100",2,3250
"287","Tanaka",23,71,76,"Fortuna Düsseldorf
2022 ~ 2025","€2.6M","€12K",1934,"Hiromu Tanaka","2022-23","Limited","26/1000",0.0037,6.0125
"288","Toșca",30,69,69,"Gazişehir Gaziantep F.K.
2019 ~ 2024","€1.1M","€8K",1722,"Alin Toșca","2021-22","Limited","392/1000",0.003,4.875
"289","Toșca",30,69,69,"Gazişehir Gaziantep F.K.
2019 ~ 2024","€1.1M","€8K",1722,"Alin Toșca","2021-22","Limited","392/1000",0.0033,5.3625
"290","Diallo",25,71,74,"AC Ajaccio
2018 ~ 2023","€2.3M","€11K",1727,"Abdou Diallo","2021-22","Limited","380/1000",0.45,731.25
"291","Díaz",25,72,76,"C.D. Universidad Católica del Ecuador
2022 ~ 2022","€3.3M","€800",1795,"Marcelo Díaz","2020-21","Rare","35/100",0.35,568.75
"292","Díaz",25,72,76,"C.D. Universidad Católica del Ecuador
2022 ~ 2022","€3.3M","€800",1795,"Marcelo Díaz","2020-21","Rare","33/100",0.35,568.75
"293","García",24,76,80,"AEK Athens
2020 ~ 2025","€11M","€1K",1907,"Aristeo García","2021-22","Limited","206/1000",0.004,6.5
"294","García",24,76,80,"AEK Athens
2020 ~ 2025","€11M","€1K",1907,"Aristeo García","2021-22","Limited","206/1000",0.004,6.5
"295","McDonald",25,61,62,"Hartlepool United
2022 ~ 2023","€400K","€2K",1641,"Kevin McDonald","2021-22","Rare","32/100",0.009,14.625
"296","McDonald",25,61,62,"Hartlepool United
2022 ~ 2023","€400K","€2K",1641,"Kevin McDonald","2021-22","Rare","32/100",0.009,14.625
"297","Moreno",25,68,69,"ESTAC Troyes
2022 ~ 2024","€1.4M","€8K",1624,"Gerardo Moreno","2021-22","Limited","174/1000",0.004,6.5
"298","Moreno",25,68,69,"ESTAC Troyes
2022 ~ 2024","€1.4M","€8K",1624,"Gerardo Moreno","2021-22","Limited","174/1000",0.0037,6.0125
"299","Boateng",26,74,77,"Rio Ave FC
2022 ~ 2024","€5.5M","€10K",1928,"Jérôme Boateng","2021-22","Limited","89/1000",0.05,81.25
"300","Boateng",26,74,77,"Rio Ave FC
2022 ~ 2024","€5.5M","€10K",1928,"Jérôme Boateng","2021-22","Limited","89/1000",0.05,81.25
"301","Diallo",27,77,78,"RC Strasbourg Alsace
2020 ~ 2025","€12.5M","€30K",1800,"Abdou Diallo","2021-22","Limited","380/1000",0.45,731.25
"302","Ambrose",25,72,76,"KV Oostende
2021 ~ 2024","€3.3M","€10K",1765,"Mikey Ambrose","2021-22","Rare","9/100",0.044,71.5
"303","Ambrose",25,72,76,"KV Oostende
2021 ~ 2024","€3.3M","€10K",1765,"Mikey Ambrose","2021-22","Rare","12/100",0.055,89.375
"304","Ambrose",25,72,76,"KV Oostende
2021 ~ 2024","€3.3M","€10K",1765,"Mikey Ambrose","2021-22","Rare","8/100",0.055,89.375
"305","Ambrose",25,72,76,"KV Oostende
2021 ~ 2024","€3.3M","€10K",1765,"Mikey Ambrose","2021-22","Rare","7/100",0.08,130
"306","Ambrose",25,72,76,"KV Oostende
2021 ~ 2024","€3.3M","€10K",1765,"Mikey Ambrose","2020-21","Rare","7/100",0.11,178.75
"307","Ambrose",25,72,76,"KV Oostende
2021 ~ 2024","€3.3M","€10K",1765,"Mikey Ambrose","2021-22","Rare","1/100",0.12,195
"308","Smith",25,68,72,"FC St. Pauli
2021 ~ 2024","€1.5M","€7K",1740,"Brad Smith","2022-23","Limited","207/1000",0.003,4.875
"309","Smith",25,68,72,"FC St. Pauli
2021 ~ 2024","€1.5M","€7K",1740,"Brad Smith","2022-23","Limited","129/1000",0.004,6.5
"310","Smith",25,68,72,"FC St. Pauli
2021 ~ 2024","€1.5M","€7K",1740,"Graham Smith","2021-22","Rare","16/100",0.039,63.375
"311","Smith",25,68,72,"FC St. Pauli
2021 ~ 2024","€1.5M","€7K",1740,"Graham Smith","2021-22","Rare","12/100",0.1,162.5
"312","Smith",25,68,72,"FC St. Pauli
2021 ~ 2024","€1.5M","€7K",1740,"Brad Smith","2022-23","Limited","207/1000",0.0033,5.3625
"313","Smith",25,68,72,"FC St. Pauli
2021 ~ 2024","€1.5M","€7K",1740,"Brad Smith","2022-23","Limited","129/1000",0.0037,6.0125
"314","Dubois",27,76,76,"Galatasaray SK
2022 ~ 2025","€7M","€51K",1980,"Léo Dubois","2021-22","Limited","143/1000",0.39,633.75
"315","Powell",27,65,65,"FC Cincinnati
2022 ~ 2022","€700K","€2K",1682,"Alvas Powell","2020-21","Rare","22/100",0.24,390
"316","Feddal",32,77,77,"Real Valladolid CF
2022 ~ 2023","€7M","€22K",1780,"Zouhair Feddal","2019-20","Super Rare","49/100",0.0559,90.8375
"317","Powell",28,71,71,"Stoke City
2019 ~ 2023","€1.9M","€19K",1951,"Alvas Powell","2020-21","Rare","22/100",0.24,390
"318","Kurzawa",29,75,75,"Fulham
Jun 30, 2023 On Loan","€4.9M","€57K",2014,"Layvin Kurzawa","2021-22","Limited","359/1000",0.33,536.25
"319","Musa",29,71,71,"Demir Grup Sivasspor
2022 ~ 2024","€1.8M","€13K",1772,"James Musa","2020-21","Rare","5/100",0.11,178.75
"320","Musa",29,71,71,"Demir Grup Sivasspor
2022 ~ 2024","€1.8M","€13K",1772,"James Musa","2020-21","Rare","11/100",0.12,195
"321","Hernández",29,70,70,"Norwich City
2018 ~ 2023","€1.6M","€24K",1766,"Areli Hernández","2021-22","Limited","218/1000",0.004,6.5
"322","Hernández",29,70,70,"Norwich City
2018 ~ 2023","€1.6M","€24K",1766,"Ronald Hernández","2021-22","Rare","17/100",0.095,154.375
"323","Hernández",29,70,70,"Norwich City
2018 ~ 2023","€1.6M","€24K",1766,"Areli Hernández","2021-22","Limited","218/1000",0.0037,6.0125
"324","Appiah",31,63,63,"Colchester United
Jun 30, 2023 On Loan","€400K","€4K",1671,"Dennis Appiah","2019-20","Rare","24/100",0.065,105.625
"325","Appiah",31,63,63,"Colchester United
Jun 30, 2023 On Loan","€400K","€4K",1671,"Dennis Appiah","2020-21","Rare","13/100",0.07,113.75
"326","Appiah",31,63,63,"Colchester United
Jun 30, 2023 On Loan","€400K","€4K",1671,"Dennis Appiah","2020-21","Rare","18/100",0.075,121.875
"327","Appiah",31,63,63,"Colchester United
Jun 30, 2023 On Loan","€400K","€4K",1671,"Dennis Appiah","2020-21","Rare","2/100",0.15,243.75
"328","Appiah",31,63,63,"Colchester United
Jun 30, 2023 On Loan","€400K","€4K",1671,"Dennis Appiah","2020-21","Rare","67/100",0.15,243.75
"329","Appiah",31,63,63,"Colchester United
Jun 30, 2023 On Loan","€400K","€4K",1671,"Dennis Appiah","2020-21","Rare","43/100",0.19,308.75
"330","Hoffmann",29,72,72,"Fortuna Düsseldorf
2017 ~ 2023","€2M","€17K",1608,"Ian Hoffmann","2021-22","Rare","23/100",0.15,243.75
"331","Jones",30,73,73,"Manchester United
2011 ~ 2023","€2.5M","€64K",1665,"Alvin Jones","2020-21","Rare","6/100",0.07,113.75
"332","Appiah",31,63,63,"Colchester United
Jun 30, 2023 On Loan","€400K","€4K",1671,"Dennis Appiah","2019-20","Rare","24/100",0.065,105.625
"333","Appiah",31,63,63,"Colchester United
Jun 30, 2023 On Loan","€400K","€4K",1671,"Dennis Appiah","2020-21","Rare","13/100",0.07,113.75
"334","Appiah",31,63,63,"Colchester United
Jun 30, 2023 On Loan","€400K","€4K",1671,"Dennis Appiah","2020-21","Rare","18/100",0.075,121.875
"335","Appiah",31,63,63,"Colchester United
Jun 30, 2023 On Loan","€400K","€4K",1671,"Dennis Appiah","2020-21","Rare","2/100",0.15,243.75
"336","Appiah",31,63,63,"Colchester United
Jun 30, 2023 On Loan","€400K","€4K",1671,"Dennis Appiah","2020-21","Rare","67/100",0.15,243.75
"337","Appiah",31,63,63,"Colchester United
Jun 30, 2023 On Loan","€400K","€4K",1671,"Dennis Appiah","2020-21","Rare","43/100",0.19,308.75
"338","Oczipka",33,72,72,"DSC Arminia Bielefeld
2022 ~ 2023","€1.2M","€13K",1916,"Bastian Oczipka","2020-21","Rare","56/100",0.14,227.5
"339","Quintero",34,72,72,"Houston Dynamo
2019 ~ 2022","€1.1M","€7K",1769,"Darwin Quintero","2021-22","Rare","15/100",1.4,2275
"340","Smith",31,74,74,"AFC Bournemouth
2014 ~ 2024","€3.1M","€36K",1927,"Brad Smith","2022-23","Limited","207/1000",0.003,4.875
"341","Smith",31,74,74,"AFC Bournemouth
2014 ~ 2024","€3.1M","€36K",1927,"Brad Smith","2022-23","Limited","129/1000",0.004,6.5
"342","Smith",31,74,74,"AFC Bournemouth
2014 ~ 2024","€3.1M","€36K",1927,"Graham Smith","2021-22","Rare","16/100",0.039,63.375
"343","Smith",31,74,74,"AFC Bournemouth
2014 ~ 2024","€3.1M","€36K",1927,"Graham Smith","2021-22","Rare","12/100",0.1,162.5
"344","Smith",31,74,74,"AFC Bournemouth
2014 ~ 2024","€3.1M","€36K",1927,"Brad Smith","2022-23","Limited","207/1000",0.0033,5.3625
"345","Smith",31,74,74,"AFC Bournemouth
2014 ~ 2024","€3.1M","€36K",1927,"Brad Smith","2022-23","Limited","129/1000",0.0037,6.0125
"346","Yoshida",33,73,73,"FC Schalke 04
2022 ~ 2023","€1.5M","€18K",1684,"Akira Yoshida","2022-23","Limited","26/1000",0.004,6.5
"347","Yoshida",33,73,73,"FC Schalke 04
2022 ~ 2023","€1.5M","€18K",1684,"Akira Yoshida","2022-23","Limited","26/1000",0.0037,6.0125
"348","Hernández",34,79,79,"LA Galaxy
2020 ~ 2022","€8.5M","€13K",1884,"Areli Hernández","2021-22","Limited","218/1000",0.004,6.5
"349","Hernández",34,79,79,"LA Galaxy
2020 ~ 2022","€8.5M","€13K",1884,"Ronald Hernández","2021-22","Rare","17/100",0.095,154.375
"350","Hernández",34,79,79,"LA Galaxy
2020 ~ 2022","€8.5M","€13K",1884,"Areli Hernández","2021-22","Limited","218/1000",0.0037,6.0125
"351","Boateng",33,79,79,"Olympique Lyonnais
2021 ~ 2023","€8.5M","€60K",1859,"Jérôme Boateng","2021-22","Limited","89/1000",0.05,81.25
"352","Boateng",33,79,79,"Olympique Lyonnais
2021 ~ 2023","€8.5M","€60K",1859,"Jérôme Boateng","2021-22","Limited","89/1000",0.05,81.25
"353","Hernández",34,79,79,"LA Galaxy
2020 ~ 2022","€8.5M","€13K",1884,"Areli Hernández","2021-22","Limited","218/1000",0.004,6.5
"354","Hernández",34,79,79,"LA Galaxy
2020 ~ 2022","€8.5M","€13K",1884,"Ronald Hernández","2021-22","Rare","17/100",0.095,154.375
"355","Hernández",34,79,79,"LA Galaxy
2020 ~ 2022","€8.5M","€13K",1884,"Areli Hernández","2021-22","Limited","218/1000",0.0037,6.0125
"356","Boateng",33,79,79,"Olympique Lyonnais
2021 ~ 2023","€8.5M","€60K",1859,"Jérôme Boateng","2021-22","Limited","89/1000",0.05,81.25
"357","Boateng",33,79,79,"Olympique Lyonnais
2021 ~ 2023","€8.5M","€60K",1859,"Jérôme Boateng","2021-22","Limited","89/1000",0.05,81.25
